1, private, terralith:alpha_islands, MONSTER, minecraft:spider, 80, 4, 4
3881, river, minecraft:river, MONSTER, minecraft:zombie_villager, 5, 1, 1
3882, river, minecraft:river, MONSTER, minecraft:skeleton, 80, 4, 4
3883, river, minecraft:river, MONSTER, minecraft:creeper, 80, 4, 4
3884, river, minecraft:river, MONSTER, minecraft:slime, 80, 4, 4
3885, river, minecraft:river, MONSTER, minecraft:enderman, 10, 1, 4
3886, river, minecraft:river, MONSTER, minecraft:witch, 5, 1, 1
3887, river, minecraft:river, MONSTER, minecraft:drowned, 80, 1, 1
3888, river, minecraft:river, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
3889, river, minecraft:river, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
3890, river, minecraft:river, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
3891, river, minecraft:river, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
3892, river, minecraft:river, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
3893, river, minecraft:river, MONSTER, tconstruct:earth_slime, 80, 2, 4
3894, river, minecraft:river, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
3895, river, minecraft:river, MONSTER, tconstruct:sky_slime, 80, 2, 4
3896, river, minecraft:river, MONSTER, majruszsdifficulty:tank, 5, 1, 1
3897, river, minecraft:river, CREATURE, naturalist:coral_snake, 5, 1, 1
3898, river, minecraft:river, CREATURE, naturalist:duck, 15, 1, 3
3899, river, minecraft:river, CREATURE, distantfriends:friend, 20, 1, 2
3900, river, minecraft:river, CREATURE, naturalist:snail, 5, 1, 3
3901, river, minecraft:river, AMBIENT, minecraft:bat, 10, 8, 8
3902, river, minecraft:river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3903, river, minecraft:river, WATER_CREATURE, minecraft:squid, 5, 1, 4
3904, river, minecraft:river, WATER_AMBIENT, minecraft:salmon, 5, 1, 5
3905, river, minecraft:river, WATER_AMBIENT, naturalist:bass, 8, 4, 4
3906, river, minecraft:river, WATER_AMBIENT, tide:bass, 10, 2, 3
3907, river, minecraft:river, WATER_AMBIENT, tide:bluegill, 10, 2, 3
3908, river, minecraft:river, WATER_AMBIENT, tide:catfish, 8, 2, 2
3909, river, minecraft:river, WATER_AMBIENT, tide:mint_carp, 10, 2, 3
3910, river, minecraft:river, WATER_AMBIENT, tide:pike, 8, 2, 2
3911, river, minecraft:river, WATER_AMBIENT, tide:trout, 10, 2, 3
3912, river, minecraft:river, WATER_AMBIENT, tide:yellow_perch, 10, 2, 3
3913, river, minecraft:river, RASCALS, friendsandfoes:rascal, 5, 1, 1
3914, jungle, terralith:rocky_jungle, MONSTER, minecraft:spider, 80, 4, 4
3915, jungle, terralith:rocky_jungle, MONSTER, minecraft:zombie, 80, 4, 4
3916, jungle, terralith:rocky_jungle, MONSTER, minecraft:zombie_villager, 5, 1, 1
3917, jungle, terralith:rocky_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
3918, jungle, terralith:rocky_jungle, MONSTER, minecraft:slime, 80, 4, 4
3919, jungle, terralith:rocky_jungle, MONSTER, minecraft:enderman, 10, 1, 4
3920, jungle, terralith:rocky_jungle, MONSTER, minecraft:witch, 5, 1, 1
3921, jungle, terralith:rocky_jungle, MONSTER, minecraft:ocelot, 5, 1, 3
3922, jungle, terralith:rocky_jungle, MONSTER, creeperoverhaul:bamboo_creeper, 75, 2, 2
3923, jungle, terralith:rocky_jungle, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
3924, jungle, terralith:rocky_jungle, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
3925, jungle, terralith:rocky_jungle, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
3926, jungle, terralith:rocky_jungle, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
3927, jungle, terralith:rocky_jungle, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
3928, jungle, terralith:rocky_jungle, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
3929, jungle, terralith:rocky_jungle, MONSTER, tconstruct:earth_slime, 80, 2, 4
3930, jungle, terralith:rocky_jungle, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
3931, jungle, terralith:rocky_jungle, MONSTER, creeperoverhaul:jungle_creeper, 75, 2, 2
3932, jungle, terralith:rocky_jungle, MONSTER, tconstruct:sky_slime, 80, 2, 4
3933, jungle, terralith:rocky_jungle, MONSTER, majruszsdifficulty:tank, 5, 1, 1
3934, jungle, terralith:rocky_jungle, CREATURE, minecraft:sheep, 12, 4, 4
3935, jungle, terralith:rocky_jungle, CREATURE, minecraft:pig, 10, 4, 4
3936, jungle, terralith:rocky_jungle, CREATURE, minecraft:chicken, 10, 4, 4
3937, jungle, terralith:rocky_jungle, CREATURE, minecraft:cow, 8, 4, 4
3938, jungle, terralith:rocky_jungle, CREATURE, minecraft:chicken, 10, 2, 2
3939, jungle, terralith:rocky_jungle, CREATURE, minecraft:parrot, 40, 1, 2
3940, jungle, terralith:rocky_jungle, CREATURE, minecraft:panda, 5, 1, 2
3941, jungle, terralith:rocky_jungle, CREATURE, minecraft:wolf, 8, 4, 4
3942, jungle, terralith:rocky_jungle, CREATURE, naturalist:coral_snake, 5, 1, 1
3943, jungle, terralith:rocky_jungle, CREATURE, distantfriends:friend, 20, 1, 2
3944, jungle, terralith:rocky_jungle, CREATURE, naturalist:hippo, 15, 3, 4
3945, jungle, terralith:rocky_jungle, CREATURE, naturalist:lizard, 15, 1, 2
3946, jungle, terralith:rocky_jungle, CREATURE, naturalist:tortoise, 6, 1, 3
3947, jungle, terralith:rocky_jungle, AMBIENT, minecraft:bat, 10, 8, 8
3948, jungle, terralith:rocky_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3949, jungle, terralith:rocky_jungle, WATER_AMBIENT, tide:bass, 10, 2, 3
3950, jungle, terralith:rocky_jungle, WATER_AMBIENT, tide:bluegill, 10, 2, 3
3951, jungle, terralith:rocky_jungle, WATER_AMBIENT, tide:guppy, 10, 2, 4
3952, jungle, terralith:rocky_jungle, WATER_AMBIENT, tide:mint_carp, 10, 2, 3
3953, jungle, terralith:rocky_jungle, WATER_AMBIENT, tide:pike, 8, 2, 2
3954, jungle, terralith:rocky_jungle, WATER_AMBIENT, tide:yellow_perch, 10, 2, 3
3955, jungle, terralith:rocky_jungle, RASCALS, friendsandfoes:rascal, 5, 1, 1
3956, extreme_hills, terralith:rocky_mountains, MONSTER, minecraft:spider, 80, 4, 4
3957, extreme_hills, terralith:rocky_mountains, MONSTER, minecraft:zombie, 80, 4, 4
3958, extreme_hills, terralith:rocky_mountains, MONSTER, minecraft:zombie_villager, 5, 1, 1
3959, extreme_hills, terralith:rocky_mountains, MONSTER, minecraft:skeleton, 80, 4, 4
3960, extreme_hills, terralith:rocky_mountains, MONSTER, minecraft:slime, 80, 4, 4
3961, extreme_hills, terralith:rocky_mountains, MONSTER, minecraft:witch, 5, 1, 1
3962, extreme_hills, terralith:rocky_mountains, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
3963, extreme_hills, terralith:rocky_mountains, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
3964, extreme_hills, terralith:rocky_mountains, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
3965, extreme_hills, terralith:rocky_mountains, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
3966, extreme_hills, terralith:rocky_mountains, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
3967, extreme_hills, terralith:rocky_mountains, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
3968, extreme_hills, terralith:rocky_mountains, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
3969, extreme_hills, terralith:rocky_mountains, MONSTER, tconstruct:earth_slime, 80, 2, 4
3970, extreme_hills, terralith:rocky_mountains, MONSTER, creeperoverhaul:hills_creeper, 75, 2, 2
3971, extreme_hills, terralith:rocky_mountains, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
3972, extreme_hills, terralith:rocky_mountains, MONSTER, tconstruct:sky_slime, 80, 2, 4
3973, extreme_hills, terralith:rocky_mountains, MONSTER, endermanoverhaul:snowy_enderman, 10, 1, 4
3974, extreme_hills, terralith:rocky_mountains, MONSTER, majruszsdifficulty:tank, 5, 1, 1
3975, extreme_hills, terralith:rocky_mountains, CREATURE, naturalist:bluejay, 8, 1, 4
3976, extreme_hills, terralith:rocky_mountains, CREATURE, naturalist:canary, 8, 1, 4
3977, extreme_hills, terralith:rocky_mountains, CREATURE, distantfriends:friend, 20, 1, 2
3978, extreme_hills, terralith:rocky_mountains, CREATURE, naturalist:robin, 8, 1, 4
3979, extreme_hills, terralith:rocky_mountains, CREATURE, naturalist:snail, 5, 1, 3
3980, extreme_hills, terralith:rocky_mountains, AMBIENT, minecraft:bat, 10, 8, 8
3981, extreme_hills, terralith:rocky_mountains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3982, extreme_hills, terralith:rocky_mountains, WATER_AMBIENT, tide:bluegill, 10, 2, 3
3983, extreme_hills, terralith:rocky_mountains, WATER_AMBIENT, tide:catfish, 8, 2, 2
3984, extreme_hills, terralith:rocky_mountains, WATER_AMBIENT, tide:clayfish, 6, 1, 2
3985, extreme_hills, terralith:rocky_mountains, WATER_AMBIENT, tide:pike, 8, 2, 2
3986, extreme_hills, terralith:rocky_mountains, WATER_AMBIENT, tide:trout, 10, 2, 3
3987, extreme_hills, terralith:rocky_mountains, WATER_AMBIENT, tide:yellow_perch, 10, 2, 3
3988, extreme_hills, terralith:rocky_mountains, RASCALS, friendsandfoes:rascal, 5, 1, 1
3989, private, terralith:rocky_shrubland, MONSTER, minecraft:spider, 80, 4, 4
3990, private, terralith:rocky_shrubland, MONSTER, minecraft:zombie, 80, 4, 4
3991, private, terralith:rocky_shrubland, MONSTER, minecraft:zombie_villager, 5, 1, 1
3992, private, terralith:rocky_shrubland, MONSTER, minecraft:skeleton, 80, 4, 4
3993, private, terralith:rocky_shrubland, MONSTER, minecraft:slime, 80, 4, 4
3994, private, terralith:rocky_shrubland, MONSTER, minecraft:witch, 5, 1, 1
3995, private, terralith:rocky_shrubland, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
3996, private, terralith:rocky_shrubland, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
3997, private, terralith:rocky_shrubland, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
3998, private, terralith:rocky_shrubland, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
3999, private, terralith:rocky_shrubland, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
4000, private, terralith:rocky_shrubland, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
4001, private, terralith:rocky_shrubland, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
4002, private, terralith:rocky_shrubland, MONSTER, tconstruct:earth_slime, 80, 2, 4
4003, private, terralith:rocky_shrubland, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
4004, private, terralith:rocky_shrubland, MONSTER, tconstruct:sky_slime, 80, 2, 4
4005, private, terralith:rocky_shrubland, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
4006, private, terralith:rocky_shrubland, MONSTER, endermanoverhaul:snowy_enderman, 10, 1, 4
4007, private, terralith:rocky_shrubland, MONSTER, majruszsdifficulty:tank, 5, 1, 1
4008, private, terralith:rocky_shrubland, CREATURE, minecraft:sheep, 12, 4, 4
4009, private, terralith:rocky_shrubland, CREATURE, minecraft:pig, 10, 4, 4
4010, private, terralith:rocky_shrubland, CREATURE, minecraft:chicken, 10, 4, 4
4011, private, terralith:rocky_shrubland, CREATURE, minecraft:cow, 8, 4, 4
4012, private, terralith:rocky_shrubland, CREATURE, minecraft:horse, 5, 1, 3
4013, private, terralith:rocky_shrubland, CREATURE, minecraft:donkey, 5, 1, 3
4014, private, terralith:rocky_shrubland, CREATURE, minecraft:wolf, 5, 4, 4
4015, private, terralith:rocky_shrubland, CREATURE, naturalist:bluejay, 8, 1, 4
4016, private, terralith:rocky_shrubland, CREATURE, naturalist:butterfly, 20, 3, 5
4017, private, terralith:rocky_shrubland, CREATURE, distantfriends:friend, 20, 1, 2
4018, private, terralith:rocky_shrubland, CREATURE, naturalist:robin, 8, 1, 4
4019, private, terralith:rocky_shrubland, CREATURE, naturalist:snail, 5, 1, 3
4020, private, terralith:rocky_shrubland, CREATURE, naturalist:snake, 5, 1, 1
4021, private, terralith:rocky_shrubland, CREATURE, naturalist:sparrow, 8, 1, 4
4022, private, terralith:rocky_shrubland, AMBIENT, minecraft:bat, 10, 8, 8
4023, private, terralith:rocky_shrubland, AMBIENT, naturalist:firefly, 80, 2, 3
4024, private, terralith:rocky_shrubland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4025, private, terralith:rocky_shrubland, WATER_AMBIENT, tide:bluegill, 10, 2, 3
4026, private, terralith:rocky_shrubland, WATER_AMBIENT, tide:catfish, 8, 2, 2
4027, private, terralith:rocky_shrubland, WATER_AMBIENT, tide:clayfish, 6, 1, 2
4028, private, terralith:rocky_shrubland, WATER_AMBIENT, tide:pike, 8, 2, 2
4029, private, terralith:rocky_shrubland, WATER_AMBIENT, tide:trout, 10, 2, 3
4030, private, terralith:rocky_shrubland, WATER_AMBIENT, tide:yellow_perch, 10, 2, 3
4031, private, terralith:rocky_shrubland, RASCALS, friendsandfoes:rascal, 5, 1, 1
4032, forest, terralith:sakura_grove, MONSTER, minecraft:spider, 80, 4, 4
4033, forest, terralith:sakura_grove, MONSTER, minecraft:zombie, 80, 4, 4
4034, forest, terralith:sakura_grove, MONSTER, minecraft:zombie_villager, 5, 1, 1
4035, forest, terralith:sakura_grove, MONSTER, minecraft:skeleton, 80, 4, 4
4036, forest, terralith:sakura_grove, MONSTER, minecraft:creeper, 80, 4, 4
4037, forest, terralith:sakura_grove, MONSTER, minecraft:slime, 80, 4, 4
4038, forest, terralith:sakura_grove, MONSTER, minecraft:witch, 5, 1, 1
4039, forest, terralith:sakura_grove, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
4040, forest, terralith:sakura_grove, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
4041, forest, terralith:sakura_grove, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
4042, forest, terralith:sakura_grove, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
4043, forest, terralith:sakura_grove, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
4044, forest, terralith:sakura_grove, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
4045, forest, terralith:sakura_grove, MONSTER, endermanoverhaul:dark_oak_enderman, 10, 1, 4
4046, forest, terralith:sakura_grove, MONSTER, tconstruct:earth_slime, 80, 2, 4
4047, forest, terralith:sakura_grove, MONSTER, endermanoverhaul:flower_fields_enderman, 5, 1, 2
4048, forest, terralith:sakura_grove, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
4049, forest, terralith:sakura_grove, MONSTER, tconstruct:sky_slime, 80, 2, 4
4050, forest, terralith:sakura_grove, MONSTER, majruszsdifficulty:tank, 5, 1, 1
4051, forest, terralith:sakura_grove, CREATURE, minecraft:sheep, 12, 4, 4
4052, forest, terralith:sakura_grove, CREATURE, minecraft:chicken, 10, 4, 4
4053, forest, terralith:sakura_grove, CREATURE, minecraft:cow, 8, 4, 4
4054, forest, terralith:sakura_grove, CREATURE, minecraft:rabbit, 5, 2, 3
4055, forest, terralith:sakura_grove, CREATURE, naturalist:bear, 8, 1, 2
4056, forest, terralith:sakura_grove, CREATURE, naturalist:boar, 15, 4, 4
4057, forest, terralith:sakura_grove, CREATURE, naturalist:butterfly, 20, 3, 5
4058, forest, terralith:sakura_grove, CREATURE, naturalist:cardinal, 8, 1, 4
4059, forest, terralith:sakura_grove, CREATURE, naturalist:deer, 8, 1, 3
4060, forest, terralith:sakura_grove, CREATURE, naturalist:finch, 8, 1, 4
4061, forest, terralith:sakura_grove, CREATURE, minecraft:fox, 6, 2, 4
4062, forest, terralith:sakura_grove, CREATURE, distantfriends:friend, 20, 1, 2
4063, forest, terralith:sakura_grove, CREATURE, naturalist:lizard, 15, 1, 2
4064, forest, terralith:sakura_grove, CREATURE, friendsandfoes:moobloom, 5, 2, 4
4065, forest, terralith:sakura_grove, CREATURE, minecraft:rabbit, 6, 2, 3
4066, forest, terralith:sakura_grove, CREATURE, naturalist:robin, 8, 1, 4
4067, forest, terralith:sakura_grove, CREATURE, naturalist:snail, 5, 1, 3
4068, forest, terralith:sakura_grove, CREATURE, naturalist:snake, 5, 1, 1
4069, forest, terralith:sakura_grove, AMBIENT, minecraft:bat, 10, 8, 8
4070, forest, terralith:sakura_grove, AMBIENT, naturalist:firefly, 80, 2, 3
4071, forest, terralith:sakura_grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4072, forest, terralith:sakura_grove, WATER_AMBIENT, tide:bass, 10, 2, 3
4073, forest, terralith:sakura_grove, WATER_AMBIENT, tide:bluegill, 10, 2, 3
4074, forest, terralith:sakura_grove, WATER_AMBIENT, tide:catfish, 8, 2, 2
4075, forest, terralith:sakura_grove, WATER_AMBIENT, tide:mint_carp, 10, 2, 3
4076, forest, terralith:sakura_grove, WATER_AMBIENT, tide:pike, 8, 2, 2
4077, forest, terralith:sakura_grove, WATER_AMBIENT, tide:trout, 10, 2, 3
4078, forest, terralith:sakura_grove, WATER_AMBIENT, tide:yellow_perch, 10, 2, 3
4079, forest, terralith:sakura_grove, RASCALS, friendsandfoes:rascal, 5, 1, 1
4080, forest, terralith:sakura_valley, MONSTER, minecraft:spider, 80, 4, 4
4081, forest, terralith:sakura_valley, MONSTER, minecraft:zombie, 80, 4, 4
4082, forest, terralith:sakura_valley, MONSTER, minecraft:zombie_villager, 5, 1, 1
4083, forest, terralith:sakura_valley, MONSTER, minecraft:skeleton, 80, 4, 4
4084, forest, terralith:sakura_valley, MONSTER, minecraft:creeper, 80, 4, 4
4085, forest, terralith:sakura_valley, MONSTER, minecraft:slime, 80, 4, 4
4086, forest, terralith:sakura_valley, MONSTER, minecraft:witch, 5, 1, 1
4087, forest, terralith:sakura_valley, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
4088, forest, terralith:sakura_valley, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
4089, forest, terralith:sakura_valley, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
4090, forest, terralith:sakura_valley, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
4091, forest, terralith:sakura_valley, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
4092, forest, terralith:sakura_valley, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
4093, forest, terralith:sakura_valley, MONSTER, tconstruct:earth_slime, 80, 2, 4
4094, forest, terralith:sakura_valley, MONSTER, endermanoverhaul:flower_fields_enderman, 5, 1, 2
4095, forest, terralith:sakura_valley, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
4096, forest, terralith:sakura_valley, MONSTER, tconstruct:sky_slime, 80, 2, 4
4097, forest, terralith:sakura_valley, MONSTER, majruszsdifficulty:tank, 5, 1, 1
4098, forest, terralith:sakura_valley, CREATURE, minecraft:sheep, 12, 4, 4
4099, forest, terralith:sakura_valley, CREATURE, minecraft:chicken, 10, 4, 4
4100, forest, terralith:sakura_valley, CREATURE, minecraft:cow, 8, 4, 4
4101, forest, terralith:sakura_valley, CREATURE, minecraft:rabbit, 5, 2, 3
4102, forest, terralith:sakura_valley, CREATURE, naturalist:bear, 8, 1, 2
4103, forest, terralith:sakura_valley, CREATURE, naturalist:boar, 15, 4, 4
4104, forest, terralith:sakura_valley, CREATURE, naturalist:butterfly, 20, 3, 5
4105, forest, terralith:sakura_valley, CREATURE, naturalist:cardinal, 8, 1, 4
4106, forest, terralith:sakura_valley, CREATURE, naturalist:deer, 8, 1, 3
4107, forest, terralith:sakura_valley, CREATURE, naturalist:finch, 8, 1, 4
4108, forest, terralith:sakura_valley, CREATURE, minecraft:fox, 6, 2, 4
4109, forest, terralith:sakura_valley, CREATURE, distantfriends:friend, 20, 1, 2
4110, forest, terralith:sakura_valley, CREATURE, naturalist:lizard, 15, 1, 2
4111, forest, terralith:sakura_valley, CREATURE, friendsandfoes:moobloom, 5, 2, 4
4112, forest, terralith:sakura_valley, CREATURE, minecraft:rabbit, 6, 2, 3
4113, forest, terralith:sakura_valley, CREATURE, naturalist:robin, 8, 1, 4
4114, forest, terralith:sakura_valley, CREATURE, naturalist:snail, 5, 1, 3
4115, forest, terralith:sakura_valley, CREATURE, naturalist:snake, 5, 1, 1
4116, forest, terralith:sakura_valley, AMBIENT, minecraft:bat, 10, 8, 8
4117, forest, terralith:sakura_valley, AMBIENT, naturalist:firefly, 80, 2, 3
4118, forest, terralith:sakura_valley, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4119, forest, terralith:sakura_valley, WATER_AMBIENT, tide:bass, 10, 2, 3
4120, forest, terralith:sakura_valley, WATER_AMBIENT, tide:bluegill, 10, 2, 3
4121, forest, terralith:sakura_valley, WATER_AMBIENT, tide:catfish, 8, 2, 2
4122, forest, terralith:sakura_valley, WATER_AMBIENT, tide:mint_carp, 10, 2, 3
4123, forest, terralith:sakura_valley, WATER_AMBIENT, tide:pike, 8, 2, 2
4124, forest, terralith:sakura_valley, WATER_AMBIENT, tide:trout, 10, 2, 3
4125, forest, terralith:sakura_valley, WATER_AMBIENT, tide:yellow_perch, 10, 2, 3
4126, forest, terralith:sakura_valley, RASCALS, friendsandfoes:rascal, 5, 1, 1
4127, desert, terralith:sandstone_valley, MONSTER, minecraft:spider, 80, 4, 4
